"Núm. fotog.","Núm. ekta.","Nombre d'exemplars","Any","Autor i data de la fitxa","Bibliografia","Descripció de l'objecte","Estat de conservació","Exposicions","Lloc de procedència","Localització","updated loc.","Mides","obra gràfica =","obra original =","préstec a :","Reproduccions","Restauracions","técnica","Tècnica","Títol","Valoració Econòmica en €","vegap:","Causa de baixa i data","Objectes en relació indicacant n. registre","Edició","Editor","Exemplar","Mides planxa","Marca paper","Impressor","Tiratge","Núm. planxes","Filigrana","trad. castellano","trad. english","trad. français","trad.castellano técnica:","trad.english technique:","trad.français technique:"
,,2,1989,,,,,,,"OG","D02","66,5 x 57 cm.","sí",,,,,"Aguafuerte y carborúndum en varias tintas (ocre, negro, rojo y gris) con collage y relieve","Aiguafort  i carborúndum en diverses tines (ocre, negre, vermell i gris) amb collage i relleu","Aiguafort amb collage",,,,,"99 exs. n. 1/99 - 99/99 i s., 15 exs. P.A. n. I/XV - XV/XV i s., 15 exs. H.C. n. 1/15 - 15/15 i s. i 5 exs. H.C. s.","Polígrafa Obra Gràfica S.L, Barcelona",,,"Aquari fet a mà","Tallers de Polígrafa Obra Gràfica S.L., Barcelona",,,"Aquari",,,,,,
,,2,1976,,,,,,,"OG","B08","78 x 106 cm","sí",,,,,"Aguafuerte, materia plástica y timbrado en varias tintas con collage impreso","Aiguafort, matèria plàstica i timbrat en diverses tintes amb collage imprès","Ailes",,,,,"50 exs. n. i s., més 15 exs. H.C. n. I/XV-XV/XV i s.","Galeria Maeght, Barcelona",,,"Guarro-Casas","J. Barbarà, Barcelona",,,"Guarro",,,,,,
,,2,1976,,,,,,,"OG","B08","78 x 106 cm","sí",,,,,"Aguafuerte, materia plástica y timbrado en varias tintas con collage impreso","Aiguafort, matèria plàstica i timbrat en diverses tintes amb collage imprès","Ailes",,,,,"50 exs. n. i s., més 15 exs. H.C. n. I/XV-XV/XV i s.","Galeria Maeght, Barcelona",,"60 x 68,5 cm","Guarro-Casas","J. Barbarà, Barcelona",,,"Guarro",,,,,,
"T-1731 T-1741 T-1746 T-1712 T-1713 T-1721 T-1741 T-1703 T-1917 T-1710 T-1732 T-1738 T-1716 T-1828 T-1727 T-1720
T-1730 T-1724",,2,1971,"7 desembre 1993",,"Llibre amb text d'André Bouchet i 16 A. i L. d'Antoni Tàpies. (coberta inclosa). Presentat dins un estoig litografiat.",,,,"OG","E14","29,5 x 23 cm","sí",,,,,"Litografía en una tinta, litografía en dos tintas,  aguafuerte en una tinta, aguafuerte en varias tintas","Litografia en una tinta, litografia en dues tintes, aiguafort en una tinta, aiguafort en diverses tintes","Air","60,1012104384",,,,"25 exs. n. 1-25, acompanyats d'un portafoli que conté 3 A. addicionals n. i s. i una suite s. de 14 gravats sobre paper Japó Hosho, 25 exs. n. 26-50, acompanyats de la suite esmentada anteriorment ,100 exs. n. 51-150, 30 exs. H.C. n. I-XXX. A més dels 14 gravats abans, tots els exs. contenen una L. estampada a l'estoig de cartró que conté el llibre (núm de catàleg 252) i una pàgina amb la paraula ""air"" litografiada per l'artista (núm de catàleg 257). Tots els exemplars estan s. per l'autor i l'artista a la pàgina de justificació.","Maeght Éditeur, París",,,"Vitel·la Auvergne del Moulin Richard de Bas","Arte, A. Maeght, París (aiguaforts i litografies) i Imprimerie Union, París (llibre)",,,,,,,,,
"T-1731 T-1741 T-1746 T-1712 T-1713 T-1721 T-1741 T-1703 T-1917 T-1710 T-1732 T-1738 T-1716 T-1828 T-1727 T-1720
T-1730 T-1724",,2,1971,"7 desembre 1993",,"Llibre amb text d'André du Bouchet amb 16 A. i L. d'Antoni Tàpies (coberta inclosa). Estoig de cartró litografiat  per Antoni Tàpìes. ",,,,"OG","E14","29,5 x 23","sí",,,,,"Aguafuerte y litografía","Aiguafort i litografia","Air",,,,,"25 exs. n. 1-25, acompanyats d'un portafoli que conté 3 A. addicionals n. i s. i una suite s. de 14 gravats sobre paper Japó Hosho, 25 exs. n. 26-50, acompanyats de la suite esmentada anteriorment, 100 exs. n. 51-150, 30 exs. H.C. n. I-XXX. Tots els exemplars estan s. per l'autor i l'artista a la pàgina de justificació.","Maeght Éditeur, París",,,"Vitel·la Auvergne del Moulin Richard de Bas","Arte, A. Maeght, París (aiguaforts i litografies) i Imprimerie Union, París (llibre)",,,,,,,,,
"T-5949",,,1989,,,,,,,"RP","en expo","300 x 500 cm",,"sí",,,,,"Pintura i llapis sobre fusta","Al teu peu","534900,772901566","Sí",,,,,,,,,,,,"En tu pie","For Your Foot","À ton pìed ","Pintura y lápiz sobre madera","Paint and pencil on wood","Peinture et crayon sur bois"
"T-6381",,,1991,,,,,,,"RP","32A","161 x 152 cm",,"sí",,,,,"Pintura i llapis sobre tèxtil sintètic","Ales",,,,,,,,,,,,,,"Alas","Wings","Ailes ","Pintura y lápiz sobre textil sintético","Paint and pencil on synthetic fabric","Peinture et crayon sur textile synthétique"
,,2,1989,,,,,,,"OG","D02","56 x 76 cm","sí",,,,,"Aguafuerte y azúcar en varias tintas (2 rojos, gris, negro y blanco)","Aiguafort i sucre en diverses tintes (2 vermells, gris, negre i blanc)","Ales",,,,,"90 exs. n. 1/90 - 90/90 y s., 4 exs. H.C. n. 1/4 - 4/4 i s.","Galerie Lelong, París",,"33,4 x 49,5 cm.","Arches","J. Barbarà, Barcelona",,,"Arches France",,,,,,
,,2,1989,,,,,,,"OG","D02","56,7 x 76 cm.","sí",,,,,"Aguafuerte y azúcar en varias tintas (2 rojos,  gris, negro y  blanco)","Aiguafort i sucre en diverses tintes  (2 vermells, gris, negre i blanc)","Ales",,,,,"90 exs. n. 1/90 - 90/90 i s., 4 exs. H.C. n. 1/4 - 4/4 i s.","Galerie Lelong, París",,,"Arches","J. Barbarà, Barcelona",,,"Arches France",,,,,,
"sense negatiu",,2,1974,,,"Carpeta amb 2 poemes de Joan Brossa i 8 L. (coberta inclosa) i 1 S. (folre de la coberta) d'Antoni Tàpies. Mides de la carpeta: 82,2 x 61,5 cm. Paper: 78 x 60 cm i 78 x 120 cm.",,,,"OG","III04","78 x 60 cm i 78 x 120 cm","sí",,,,,"Serigrafía en varias tintas sobre papel kraft embreado y litografía. en varias tintas","Serigrafia en diverses tintes damunt paper kraft embreat i litografia en diverses tintes","Als mestres de Catalunya",,,,,"10 exs. n. I/L-X/L, acompanyats d'un guaix de l'artista i d'una suite que conté 7 L. sobre paper Guarro de 100 x 70 cm, 1 L. sense doblegar, sobre Guarro de 100 x 140 cm, i la S., també sense doblegar, sobre paper Guarro 210 x 100 cm, 40 exs. n. XI/L-L/L, acompanyats de la suite esmentada anteriorment, 50 exs. n. 51-100, 10 exs. assenyalats A-J, destinats a col·laboradors i acompanyats de la suite esmentada anteriorment. Totes les L. i la S. estan s.","Sala Gaspar, Barcelona",,,"Guarro/kraft","Damià Caus, Barcelona (litografies) i Alexandre Tornabell, La Selva (serigrafia)",,,"Sala Gaspar",,,,,,
"sense negatiu",,2,1974,,,"Àlbum amb 2 poemes de Joan Brossa i 8 litografies (inclosa la coberta) i una serigrafia (folre de la carpeta) d'Antoni Tàpies.",,,,"OG","III04","78 x 60 cm i 78 x 120 cm","sí",,,,,"S. en varias tintas; L. en varias tintas","S. en diverses tintes; L. en diverses tintes; ","Als mestres de Catalunya",,,,,"10 exs. n. I/L-X/L, acompanyats d'un guaix de l'artista i d'una suite que conté 7 litografies sobre paper Guarro de 100 x 70 cm, 1 litografia, sense doblegar, sobre Guarro de 100 x 140 cm, i la serigrafia, també sense doblegar, sobre paper Guarro 210 x 100 cm, 40 exs. n. XI/L-L/L, acompanyats de la suite esmentada anteriorment, 50 exs. n. 51-100, 10 exs. assenyalats A-J, destinats a col·laboradors i acompanyats de la suite esmentada anteriorment. Totes les litografies i la serigrafia estan firmades.","Sala Gaspar, Barcelona",,,"Guarro i kraft embreat per a la serigrafia del folre de la carpeta","Damià Caus, Barcelona (litografies) i Alexandre Tornabell, La Selva (serigrafia)",,,"Sala Gaspar",,,,,,
,,2,1991,,,"Felicitació del  Nadal de 1991 de la Junta Directiva de l'Associació d'Amics de la Fundació Antoni Tàpies, Barcelona",,,,"OG","D05","25 x 33 cm","sí",,,,,"Serigrafía en varias tintas (2 rojos y 1 gris)","Serigrafia en diverses tintes (2 vermells i 1 gris)","Amics",,,,,"75 exs. n. 1/75-75/75 i s., 6 exs. H.C. s., 8 exs. P.A. s.","Associació d'Amics de la Fundació Antoni Tàpies, Barcelona",,,"Arches","Taller Vallirana, Barcelona",,,,,,,,,
,,2,1991,,,"Felicitació de Nadal 1991.",,,,"OG","D05","25 x 33 cm","sí",,,,,"Serigrafía en varias tintas (2 rojos y 1 gris)","Serigrafia en diverses tintes  (2 vermells i 1 gris)","Amics",,,,,"75 exs. n. 1/75-75/75 i s., 6 exs. H.C. f., 8 exs. P.A. s.","Associació d'Amics de la Fundació Antoni Tàpies, Barcelona",,,"Arches","Taller Vallirana, Barcelona",,,,,,,,,
,,2,1987,,,,,,,"OG","C10","35,5 x 50 cm.","sí",,,,,"Aguafuerte en varias tintas (negro, gris, blanco y marrón)","Aiguafort en diverses tintes (negre, gris, blanc i marró)","Amor amb signes blancs",,,,,"60 exs. n. 1/60-60/60 i s., 25 exs. n. I/XXV-XXV/XXV i s., 7 exs. P.A. n. 1/7-7/7 i s., més 10 exs. H.C. n. I/X-X/X i s.","Galeria Toni Tàpies, Barcelona",,,"Arches","Joan Barbarà, Barcelona",,,,,,,,,
,,2,1987,,,,,,,"OG","C10","35,5 x 50 cm","sí",,,,,"Aguafuerte en varias tintas (negro, gris, blanco y marrón)","Aiguafort en diverses tintes (negre, gris, blanc i marró)","Amor amb signes blancs",,,,,"60 exs. n. 1/60-60/60 i s., 25 exs. n. I/XXV-XXV/XXV i s., 7 exs. P.A. n. 1/7-7/7 i s., més 10 exs. H.C. n. I/X-X/X i s.","Galeria Toni Tàpies, Barcelona",,,"Arches","Joan Barbarà, Barcelona",,,,,,,,,
,,2,1987,,,,,,,"OG","C10","50 x 65,5 cm.","sí",,,,,"A. al craquelé en una tinta (negro)","A. al craquelé en una tinta (negre)","Amor I",,,,,"60 exs. n. 1/60 - 60/60 i s., 15 exs. H.C. n. I/XV-XV/XV i s., 5 exs. E.A. n. 1/5-5/5 i s. i
25 exs. n. I/XXV-XXV/XXV i s. per a la Fundació Antoni Tàpies","Galeria Toni Tàpies, Barcelona",,,"Arches","J. Barbarà, Barcelona",,,"Arches ",,,,,,
,,2,1987,,,,,,,"OG","C10","49 x 765,5 cm","sí",,,,,"Aguafuerte al craquelé en una tinta (negro)","Aiguafort al craquelé en una tinta (negre)","Amor I",,,,,"60 exs. n. 1/60 - 60/60 i f., 15 exs. H.C. n. I/XV - XV/XV i s., 5 exs. E.A. n. 1/5 - 5/5 i s. i 25 exs. n. I/XXV - XXV/XXV i s. per a la Fundació Antoni Tàpies","Galeria Toni Tàpies, Barcelona",,,"Arches","J. Barbarà, Barcelona",,,"Arches France",,,,,,
,,2,1987,,,,,,,"OG","C10","50 x 65,5 cm","sí",,,,,"A. al craquelé en una tinta (negro)","A. al craquelé en una tinta (negra)","Amor II",,,,,"60 exs. n. 1/60-60/60 i s., 15 exs. H.C. n. I/X -XV/XV i s., 5 exs. E.A. n. 1/5 - 5/5 i s. i
25 exs. n. I/XXV-XXV/XXV i s. per a la Fundació Antoni Tàpies","Galeria Toni Tàpies, Barcelona",,,"Arches","J. Barbarà, Barcelona",,,"Arches ",,,,,,
,,2,1987,,,,,,,"OG","C10","50 X 65 cm","sí",,,,,"Aguafuerte y craquelé en una tinta (negro)","Aiguafort i craquelé en una tinta (negra)","Amor II",,,,,"60 exs. n. 1/60 - 60/60 i f., 15 exs. H.C. n. I/XV - XV/XV i f., 5 exs. E.A. n. 1/5 - 5/5 i s. i 25 exs. n. I/XXV - XXV/XXV i s. per a la Fundació Antoni Tàpies","Galeria Toni Tàpies, Barcelona",,,"Arches","J. Barbarà, Barcelona",,,"Arches France",,,,,,
"T-6118",,,1989,,,,,,,"RP","12/13","42 x 109 x 80 cm",,"sí",,,,,"Terra xamotada","Amuntegament de terra","132222,662964432",,,,,,,,,,,,,"Amontonamiento de tierra","Heap of Earth","Entassement de terre","Tierra chamoteada","Fireclay","Terre chamottée"
,,2,1980,,,"Aquesta imatge es va utilitzar per la invitació de l'exposició Tàpies. Papiers, que va tenir lloc a la Galerie Maeght de Zürich a l'abril de 1983.",,,,"OG","C03","36 x 55,5 cm.","sí",,,,,"Litografía en varias tintas","Litografia en diverses tintes","Angle et signes",,,,,"75 exs. n. 1/75-75/75 i s., més alguns exs. H.C. s. ","Maeght éditèur, París",,,"Arches","Atelier Maeght, París",,,"Arches",,,,,,
,,2,1980,,,"Aquesta imatge es va utilitzar per la invitació de l'exposició Tàpies. Papiers, que va tenir lloc a la Galerie Maeght de Zürich a l'abril de 1983.",,,,"OG","C03","36 x 55,5 cm.","sí",,,,,"Litografía en varias tintas","Litografia en diverses tintes","Angle et signes",,,,,"75 exs. n. 1/75-75/75 i s., més alguns exs. H.C. s. ","Maeght éditèur, París",,,"Arches","Atelier Maeght, París",,,"Arches",,,,,,
,,,1968,,,,,,,"OG","E01","56 x 76 cm.","sí",,,,,"Litografía en negro, dos grises y bistre","Litografia en  negre, dos grisos i bistre","Angle et tache",,,,,"75 exs. n. i s.","Maeght, París",,"50 x 70 cm.","Arches","Arte, A. Maeght, París",,,,,,,,,
,,2,1971,"23 noviembre 1993",,"Catàleg de l'exposició de Tàpies a la Sala Pelaires de Palma de Mallorca (maig-juny de 1971). Conté 5 litografies d'Antoni Tàpies (inclosa la coberta). Text d'Alexandre Cirici.",,,,"OG","E14","21 x 22 cm","sí",,,,,"Litografía en negro y blanco (portada)
NOTA: FALTEN LAS TÉCNICAS DEL RESTO DE GRABADOS DEL CATÁLOGO","Litografia en negre i blanc (portada)
NOTA: FALTEN LES TÈCNIQUES DE LA RESTA DE GRAVATS DEL CATÀLEG","Antoni Tàpies. Catàleg. Sala Pelaires, Palma de Mallorca",,,,,"600 exs. amb la coberta i litografies especials  per a aquest catàleg. 100 exs. acompanyats d' 1 L. n. 1-100 i s. 25 exs. H.C.","Sala Pelaires, Palma de Mallorca",,,"Arches","Tallers d'Edicions Polígrafa, Barcelona (litografies) i IMAGEN/70, Palma de Mallorca (llibre)",,,,,,,,,
,,2,1980,,,,,,,"OG","C03","26,6 x 68 cm.","sí",,,,,"L. en varias tintas","L. en diverses tintes","Antoni Tàpies. Exposició retrospectiva",,,,,"Tiratge avant la lettre de 125 exs. n. 1/125-125/125 i s., més 25 exs. H.C. n. I/XXV-XXV/XXV i s. sobre cartró, de les cobertes del catèlg de l'exposició ""Antoni Tàpies. Exposición retrospectiva"" al Museo Español de Arte Contemporáneo, Madrid (maig-agost de 1980)","Ministerio de Cultura. Dirección General de Patromonio Artístico, Archivos y Museos, Madrid",,,"Arches","Litografías Artísticas Damià Caus, Barcelona",,,,,,,,,
,,2,1980,,,,,,,"OG","C03","26,6 x 68 cm.","sí",,,,,"L. en varias tintas","L. en diverses tinte","Antoni Tàpies. Exposició retrospectiva",,,,,"Tiratge avant la lettre de 125 exs. n. 1/125-125/125 i s., més 25 exs. H.C. n. I/XXV-XXV/XXV i s. sobre cartró, de les cobertes del catèlg de l'exposició ""Antoni Tàpies. Exposición retrospectiva"" al Museo Español de Arte Contemporáneo, Madrid (maig-agost de 1980)","Ministerio de Cultura. Dirección General de Patromonio Artístico, Archivos y Museos, Madrid",,,"Arches","Litografías Artísticas Damià Caus, Barcelona",,,,,,,,,
,,2,1981,,,"Llibre amb text de José-Miguel Ullán. Conté 5 A. grafismes i découpages d'Antoni Tàpies (coberta inclosa). Presentat dins un estoig.",,,,"OG","III03","32,9 x 24 cm","sí",,,,,"Aguafuerte en varias tintas, aguafuerte en dos tintas (dos marrones)","Aiguafort en divereses tintes, aiguafort en dues tintes (dos marrons)","Anular","66,1113314822",,,,"35 exs. n. 1-35, acompanyats d'una suite, 90 exs. n. 36-125, 15 exs. n. I-XV, destinats a l'autor i a l'artista, 10 exs. H.C. assenyalats A-J Tots els exs. estan s. per l'autor i tots els gravats estan s. per l'artista.","Éditions R.L.D. (Robert-Lydia Dutrou), París",,,"Paper vitel·la del Moulin Richard de Bas","Atelier Morsang, París (aiguaforts) i Imprimerie Fequer-Baudier, París (llibre)",,,,,,,,,
,,2,1981,,,"Llibre amb text de José-Miguel Ullán. Conté 5 A. grafismes i découpages d'Antoni Tàpies (coberta inclosa). Presentat dins un estoig.",,,,"OG","III03","32,9 x 24 cm","sí",,,,,"Aguafuerte en varias tintas, aguafuerte en dos tintas (dos marrones)","Aiguafort en divereses tintes, aiguafort en dues tintes (dos marrons)","Anular",,,,,"35 exs. n. 1-35, acompanyats d'una suite, 90 exs. n. 36-125, 15 exs. n. I-XV, destinats a l'autor i a l'artista, 10 exs. H.C. assenyalats A-J Tots els exs. estan s. per l'autor i tots els gravats estan s. per l'artista.","Éditions R.L.D. (Robert-Lydia Dutrou), París",,,"Paper vitel·la del Moulin Richard de Bas","Atelier Morsang, París (aiguaforts) i Imprimerie Fequer-Baudier, París (llibre)",,,,,,,,,
,,1,1995,,,,,,,"OG","D09","69 x 48 cm.","sí",,,,,"Aguatinta y serigrafía en una tinta (negro)","Aiguatinta i serigrafia en una tinta (negre)","Aparició",,,,,"30 exs. n. 1/30 - 30/30 i s.","Galeria Toni Tàpies, Barcelona",,,"Arches","Magí Baleta, Barcelona",,,"Arches",,,,,,
,,,1995,,,,,,,"OG","D09","69 x 48 cm.","sí",,,,,"Aguatinta y S. en una tinta (negro)","Aiguatinta i S. en una tinta (negre)","Aparició",,,,,"30 exs. n. 1/30-30/30 i s.","Galeria Toni Tàpies, Barcelona",,,"Arches","Magí Baleta, Barcelona",,,"Arches",,,,,,
,,2,1982,,"Tàpies und die bücher ; els llibres de Tàpies, Departament de Cultura, Generalitat de Catalunya,  Schirn Kunsthalle Frankfurt, Barcelona, 1991.","Llibre amb un poema de Pere Gimferrer i 9 gravats i 2 litografies  (guardes) d'Antoni Tàpies. Presentat dins un estoig.",,,,"OG","III02","45,7 x 32,3 cm ","sí",,,,,"Aguafuerte y aguatinta en varias tintas; aguafuerte y carborúndrum en varias tintas con relieve; aguafuerte en dos tintas (marrón, negro) con relieve; aguafuerte en dos tintas (marrón y negro) con relieve; aguafuerte en varias tintas con flocado; aguafuerte, aguatinta y carborúndrum en varias tintas con relieve; aguafuerte en una tinta (negro); aguafuerte en una tinta (marrón)","Aiguafort i aiguatinta en diverses tintes; aiguafort i carborúndrum en diverses tintes amb relleu; aiguafort en dues tintes (marró i negre) amb relleu; aiguafort en diverses tintes amb flocat; aiguafort, aiguatinta i carborúndrum en diverses tintes amb relleu; aiguafort en una tinta (negre); aiguafort en una tinta (marró)","Aparicions","72,1214525261",,,,"9 exs. n. I-IX, acompanyats d'una suite dels 9 gravats del llibre n. i s. sobre paper Guarro de 56 x 76 cm i 76 x 56 cm, 99 exs. n. 1-99, acompanyats de la suite esmentada anteriorment, 15 exs. P.A. n. I-XV, acompanyats de la suite esmentada anteriorment destinats a l'artista, 15 exs. H.C. n. I-XV, acompanyats de la suite esmentada anteriorment, destinats a l'editor i als col·laboradors, 5 exs. H.C. sense n. amb la suite esmentada anteriorment, també marcada H.C. Tots els exs. estan s. per l'autor i l'artista","La Polígrafa, Barcelona",,,"Guarro","La Polígrafa, Barcelona",,,,,,,,,
,,2,1982,,"Tàpies und die bücher ; els llibres de Tàpies, Departament de Cultura, Generalitat de Catalunya,  Schirn Kunsthalle Frankfurt, Barcelona, 1991.","Llibre amb un poema de Pere Gimferrer i 9 gravats i 2 litografies (guardes) d'Antoni Tàpies. Presentat dins un estoig.",,,,"OG","III02","45 x 32,7 cm i 45 x 65,4 cm","sí",,,,,"Aguafuerte y aguatinta en varias tintas; aguafuerte y carborúndrum en varias tintas con relieve; aguafuerte en dos tintas (marrón, negro) con relieve; aguafuerte en dos tintas (marrón y negro) con relieve; aguafuerte en varias tintas con flocado; aguafuerte, aguatinta y carborúndrum en varias tintas con relieve; aguafuerte en una tinta (negro); aguafuerte en una tinta (marrón)","Aiguafort i aiguatinta en diverses tintes; aiguafort i carborúndrum en diverses tintes amb relleu; aiguafort en dues tintes (marró i negre) amb relleu; aiguafort en diverses tintes amb flocat; aiguafort, aiguatinta i carborúndrum en diverses tintes amb relleu; aiguafort en una tinta (negre); aiguafort en una tinta (marró)","Aparicions",,,,,"9 exs. n. I-IX, acompanyats d'una suite dels 9 gravats del llibre n. i s. sobre paper Guarro de 56 x 76 cm i 76 x 56 cm, 99 exs. n. 1-99, acompanyats de la suite esmentada anteriorment, 15 exs. P.A. n. I-XV, acompanyats de la suite esmentada anteriorment destinats a l'artista, 15 exs. H.C. n. I-XV, acompanyats de la suite esmentada anteriorment, destinats a l'editor i als col·laboradors, 5 exs. H.C. sense n. amb la suite esmentada anteriorment, també marcada H.C. Tots els exs. estan s. per l'autor i l'artista","La Polígrafa, Barcelona",,,"Guarro","La Polígrafa, Barcelona",,,,,,,,,
"T-6558",,,1991,,,,,,,"RP","Taula","359 x 283 cm",,"sí",,,,,"Pintura sobre tèxtil sintètic","Apofàtic",,"Sí",,,,,,,,,,,,"Apofático","Apophatic","Apophatique","Pintura sobre textil sintético","Paint on synthetic fabric","Peinture sur textile synthétique "
,,,1984,,,"Aquesta litografia forma part d'una carpeta de cartró d' 11 litografies. Les litografies de les carpetes 51/90-90/90 es podien vendre per separat, independentment de la carpeta. Mides de la carpeta: 108 x 77,5 cm. La coberta de la carpeta i la portada també estan litografiades.",,,,"Restauració","I","105 x 75 cm","sí",,,,,"Litografía en varias tintas","Litografía en diverses tintes","Apparitions (Variations VI)",,,,,"90 exs. n. 1/90-90/90 i s., 10 exs. I/X-X/X i s., més alguns exs. P.A. s. ","Erker-Presse, St. Gallen",,,"Rives","Erker-Presse, St. Gallen",,,"Rives",,,,,,
,,,1984,,,"Les litografies de les carpetes 51/90-90/90 es podien vendre per separat, independentment de la carpeta. Mides de la carpeta: 108 x 77,5 cm. La coberta de la carpeta i la portada també estan litografiades.",,,,"OG","E25","105 x 75 cm","sí",,,,,"Litografía en varias tintas","Litografía en diverses tintes","Apparitions (Variations VI) dintre carpeta FAT 1446",,,,,"90 exs. n. 1/90-90/90 i s., 10 exs. I/X-X/X i s., més alguns exs P.A. s. ","Erker-Presse, St. Gallen",,,"Rives","Erker-Presse, St. Gallen",,,"Rives",,,,,,
